CROPS,SOIL,SEASON,TEMP,HUMIDITY
Ash gourd,Sandy loamy soil,Summer,28.6,70.4
Ash gourd,Sandy loamy soil,Summer,24.9,61.9
Ash gourd,Sandy loamy soil,Summer,25.6,59.7
Ash gourd,Sandy loamy soil,Summer,29.6,63.2
Ash gourd,Sandy loamy soil,Summer,24.9,51.5
Ash gourd,Sandy loamy soil,Summer,29.7,54.9
Ash gourd,Sandy loamy soil,Summer,30.9,73.5
Ash gourd,Sandy loamy soil,Summer,30,52.3
Ash gourd,Sandy loamy soil,Summer,29.7,66.7
Ash gourd,Sandy loamy soil,Summer,27.9,70
Ash gourd,Sandy loamy soil,Summer,30.9,69.7
Ash gourd,Sandy loamy soil,Summer,28.3,57.9
Ash gourd,Sandy loamy soil,Summer,26.5,74.4
Ash gourd,Sandy loamy soil,Summer,25,58
Ash gourd,Sandy loamy soil,Summer,28.9,74.6
Ash gourd,Sandy loamy soil,Summer,29.7,69.4
Ash gourd,Sandy loamy soil,Summer,30.7,58.4
Ash gourd,Sandy loamy soil,Summer,24.1,63.6
Ash gourd,Sandy loamy soil,Summer,29.6,55.4
Ash gourd,Sandy loamy soil,Summer,26.8,55.8
Ash gourd,Sandy loamy soil,Summer,29.6,62
Ash gourd,Sandy loamy soil,Summer,29.4,64.8
Ash gourd,Sandy loamy soil,Summer,26,74
Ash gourd,Sandy loamy soil,Summer,24.9,71.8
Ash gourd,Sandy loamy soil,Summer,25.4,54.8
Ash gourd,Sandy loamy soil,Summer,24.8,61.7
Ash gourd,Sandy loamy soil,Summer,26.4,74.6
Ash gourd,Sandy loamy soil,Summer,28,68.9
Ash gourd,Sandy loamy soil,Summer,26.6,61
Ash gourd,Sandy loamy soil,Summer,26.9,66.6
Ash gourd,Sandy loamy soil,Summer,27.7,71.9
Ash gourd,Sandy loamy soil,Summer,27.4,68.4
Ash gourd,Sandy loamy soil,Summer,30.9,70.4
Ash gourd,Sandy loamy soil,Summer,27.9,73.8
Ash gourd,Sandy loamy soil,Summer,26.1,72.8
Ash gourd,Sandy loamy soil,Summer,25.2,68.6
Ash gourd,Sandy loamy soil,Summer,28.8,61.2
Ash gourd,Sandy loamy soil,Summer,27.7,60.3
Ash gourd,Sandy loamy soil,Summer,29.5,55.2
Ash gourd,Sandy loamy soil,Summer,28.7,53.4
Ash gourd,Sandy loamy soil,Summer,26.4,52.2
Ash gourd,Sandy loamy soil,Summer,30.4,70.5
Ash gourd,Sandy loamy soil,Summer,24.3,67.1
Ash gourd,Sandy loamy soil,Summer,26.4,67.4
Ash gourd,Sandy loamy soil,Summer,29,53.6
Ash gourd,Sandy loamy soil,Summer,29,69
Ash gourd,Sandy loamy soil,Summer,27.8,60.6
Ash gourd,Sandy loamy soil,Summer,25.1,69.8
Ash gourd,Sandy loamy soil,Summer,27.6,70.4
Ash gourd,Sandy loamy soil,Summer,29.6,63.8
Ash gourd,Sandy loamy soil,Summer,24.3,61.6
Ash gourd,Sandy loamy soil,Summer,29.3,69.1
Ash gourd,Sandy loamy soil,Summer,26.5,62.3
Ash gourd,Sandy loamy soil,Summer,28.9,54.2
Ash gourd,Sandy loamy soil,Summer,30.4,65.6
Ash gourd,Sandy loamy soil,Summer,30.1,69.9
Ash gourd,Sandy loamy soil,Summer,24.8,56.6
Ash gourd,Sandy loamy soil,Summer,30.7,50.3
Ash gourd,Sandy loamy soil,Summer,28,56.9
Ash gourd,Sandy loamy soil,Summer,30,59
Ash gourd,Sandy loamy soil,Summer,29.9,68.7
Ash gourd,Sandy loamy soil,Summer,29.5,74.6
Ash gourd,Sandy loamy soil,Summer,30.3,65.1
Ash gourd,Sandy loamy soil,Summer,30,66.6
Ash gourd,Sandy loamy soil,Summer,29.9,62.2
Ash gourd,Sandy loamy soil,Summer,27.8,52.1
Ash gourd,Sandy loamy soil,Summer,25.4,51.5
Ash gourd,Sandy loamy soil,Summer,25.1,62.4
Ash gourd,Sandy loamy soil,Summer,24.1,63.7
Ash gourd,Sandy loamy soil,Summer,26.8,63.3
Ash gourd,Sandy loamy soil,Summer,24.8,67.4
Ash gourd,Sandy loamy soil,Summer,29.9,51.3
Ash gourd,Sandy loamy soil,Summer,26.3,50.1
Ash gourd,Sandy loamy soil,Summer,26.7,50.1
Ash gourd,Sandy loamy soil,Summer,25.4,70.6
Ash gourd,Sandy loamy soil,Summer,24.9,52.9
Ash gourd,Sandy loamy soil,Summer,28.6,69.7
Ash gourd,Sandy loamy soil,Summer,24.6,68.2
Ash gourd,Sandy loamy soil,Summer,28.8,65.5
Ash gourd,Sandy loamy soil,Summer,29.2,61.8
Ash gourd,Sandy loamy soil,Summer,24.3,66.1
Ash gourd,Sandy loamy soil,Summer,24.5,51.1
Ash gourd,Sandy loamy soil,Summer,29.8,66.3
Ash gourd,Sandy loamy soil,Summer,30.9,71.3
Ash gourd,Sandy loamy soil,Summer,25.2,50.6
Ash gourd,Sandy loamy soil,Summer,24.8,67.5
Ash gourd,Sandy loamy soil,Summer,30.6,59.7
Ash gourd,Sandy loamy soil,Summer,28.7,64.8
Ash gourd,Sandy loamy soil,Summer,30,62.8
Ash gourd,Sandy loamy soil,Summer,26.9,60.1
Ash gourd,Sandy loamy soil,Summer,24,52.8
Ash gourd,Sandy loamy soil,Summer,25.4,52
Ash gourd,Sandy loamy soil,Summer,27.7,62.3
Ash gourd,Sandy loamy soil,Summer,30.4,51.8
Ash gourd,Sandy loamy soil,Summer,25.1,68.3
Ash gourd,Sandy loamy soil,Summer,25.2,55.6
Ash gourd,Sandy loamy soil,Summer,24,53.6
Ash gourd,Sandy loamy soil,Summer,27.6,63.1
Ash gourd,Sandy loamy soil,Summer,30.5,57.9
Ash gourd,Sandy loamy soil,Summer,26.6,55.7
Ash gourd,Sandy loamy soil,Summer,29.1,73
Ash gourd,Sandy loamy soil,Summer,30.6,56.3
Ash gourd,Sandy loamy soil,Summer,26.8,51.9
Ash gourd,Sandy loamy soil,Summer,29.7,69.7
Ash gourd,Sandy loamy soil,Summer,28,58.1
Ash gourd,Sandy loamy soil,Summer,25.9,63
Ash gourd,Sandy loamy soil,Summer,25.7,57.2
Ash gourd,Sandy loamy soil,Summer,25,55
Ash gourd,Sandy loamy soil,Summer,27.5,50.7
Ash gourd,Sandy loamy soil,Summer,24.1,59.9
Ash gourd,Sandy loamy soil,Summer,30.4,51.1
Ash gourd,Sandy loamy soil,Summer,27,51.9
Ash gourd,Sandy loamy soil,Summer,29.2,71.3
Ash gourd,Sandy loamy soil,Summer,24,55.6
Ash gourd,Sandy loamy soil,Summer,27.1,54.1
Ash gourd,Sandy loamy soil,Summer,29.5,74.1
Ash gourd,Sandy loamy soil,Summer,26.3,52.8
Ash gourd,Sandy loamy soil,Summer,26.6,58.4
Ash gourd,Sandy loamy soil,Summer,24.8,50.9
Ash gourd,Sandy loamy soil,Summer,28.6,56.3
Ash gourd,Sandy loamy soil,Summer,26,61.9
Ash gourd,Sandy loamy soil,Summer,26.7,66.3
Ash gourd,Sandy loamy soil,Summer,28.5,72.8
Ash gourd,Sandy loamy soil,Summer,25.1,53.8
Ash gourd,Sandy loamy soil,Summer,26.5,50.3
Ash gourd,Sandy loamy soil,Summer,25.8,60.6
Ash gourd,Sandy loamy soil,Summer,27.8,60.3
Ash gourd,Sandy loamy soil,Summer,27.9,58.2
Ash gourd,Sandy loamy soil,Summer,30.1,55.2
Ash gourd,Sandy loamy soil,Summer,28.4,65.6
Ash gourd,Sandy loamy soil,Summer,29.9,52.8
Ash gourd,Sandy loamy soil,Summer,29.5,54.5
Ash gourd,Sandy loamy soil,Summer,27.3,62.7
Ash gourd,Sandy loamy soil,Summer,24,61.9
Ash gourd,Sandy loamy soil,Summer,27.6,58.6
Ash gourd,Sandy loamy soil,Summer,29.2,63.9
Ash gourd,Sandy loamy soil,Summer,28.3,67.7
Ash gourd,Sandy loamy soil,Summer,28.9,54.4
Ash gourd,Sandy loamy soil,Summer,24.3,62.2
Ash gourd,Sandy loamy soil,Summer,24.6,61.2
Ash gourd,Sandy loamy soil,Summer,27.8,61.9
Ash gourd,Sandy loamy soil,Summer,30.1,74.2
Ash gourd,Sandy loamy soil,Summer,25.6,62.6
Ash gourd,Sandy loamy soil,Summer,30.6,52
Ash gourd,Sandy loamy soil,Summer,25.7,68.1
Ash gourd,Sandy loamy soil,Summer,27.8,61.4
Ash gourd,Sandy loamy soil,Summer,26.3,73.1
Ash gourd,Sandy loamy soil,Summer,27.8,70.4
Ash gourd,Sandy loamy soil,Summer,26.9,69.2
Ash gourd,Sandy loamy soil,Summer,29.8,66.5
Ash gourd,Sandy loamy soil,Summer,25.9,61.6
Ash gourd,Sandy loamy soil,Summer,26.7,62
Ash gourd,Sandy loamy soil,Summer,29.2,68.9
Ash gourd,Sandy loamy soil,Summer,30.2,58.6
Ash gourd,Sandy loamy soil,Summer,24.2,59.9
Ash gourd,Sandy loamy soil,Summer,29.2,56.2
Ash gourd,Sandy loamy soil,Summer,25.3,71.2
Ash gourd,Sandy loamy soil,Summer,27.9,72.2
Ash gourd,Sandy loamy soil,Summer,31,56.8
Ash gourd,Sandy loamy soil,Summer,24.9,59.5
Ash gourd,Sandy loamy soil,Summer,26.2,50.2
Ash gourd,Sandy loamy soil,Summer,29.3,51.2
Ash gourd,Sandy loamy soil,Summer,29.3,70.8
Ash gourd,Sandy loamy soil,Summer,25.9,59.8
Ash gourd,Sandy loamy soil,Summer,25,66.1
Ash gourd,Sandy loamy soil,Summer,28.6,65.3
Ash gourd,Sandy loamy soil,Summer,30.6,60.5
Ash gourd,Sandy loamy soil,Summer,25.2,67.9
Ash gourd,Sandy loamy soil,Summer,27.7,69.5
Ash gourd,Sandy loamy soil,Summer,26.1,71.6
Ash gourd,Sandy loamy soil,Summer,30.3,73.2
Ash gourd,Sandy loamy soil,Summer,24.2,63.9
Ash gourd,Sandy loamy soil,Summer,28.5,61.5
Ash gourd,Sandy loamy soil,Summer,27.3,51.1
Ash gourd,Sandy loamy soil,Summer,30.1,63.3
Ash gourd,Sandy loamy soil,Summer,29.3,66.6
Ash gourd,Sandy loamy soil,Summer,24.5,74.6
Ash gourd,Sandy loamy soil,Summer,25.8,74.1
Ash gourd,Sandy loamy soil,Summer,24.3,70.9
Ash gourd,Sandy loamy soil,Summer,26.8,62.1
Ash gourd,Sandy loamy soil,Summer,30.1,58.1
Ash gourd,Sandy loamy soil,Summer,28.6,61.5
Ash gourd,Sandy loamy soil,Summer,26.1,60.5
Ash gourd,Sandy loamy soil,Summer,26.7,72.6
Ash gourd,Sandy loamy soil,Summer,28.6,54.9
Ash gourd,Sandy loamy soil,Summer,25.9,74.7
Ash gourd,Sandy loamy soil,Summer,29.7,52.1
Ash gourd,Sandy loamy soil,Summer,30.1,63
Ash gourd,Sandy loamy soil,Summer,28.6,58.3
Ash gourd,Sandy loamy soil,Summer,30.5,59.6
Ash gourd,Sandy loamy soil,Summer,26.8,60.8
Ash gourd,Sandy loamy soil,Summer,29.5,70
Ash gourd,Sandy loamy soil,Summer,27.2,62.6
Ash gourd,Sandy loamy soil,Summer,30,53.4
Ash gourd,Sandy loamy soil,Summer,27.4,51.7
Ash gourd,Sandy loamy soil,Summer,29,67.5
Ash gourd,Sandy loamy soil,Summer,28,74.9
Ash gourd,Sandy loamy soil,Summer,24.7,55.5
Ash gourd,Sandy loamy soil,Summer,26.3,74.6
Ash gourd,Sandy loamy soil,Summer,26.9,56.6
Ash gourd,Sandy loamy soil,Summer,24.5,61.5
Ash gourd,Sandy loamy soil,Summer,30.1,60.9
Ash gourd,Sandy loamy soil,Summer,25.6,65
Ash gourd,Sandy loamy soil,Summer,26.2,62.3
Ash gourd,Sandy loamy soil,Summer,25.2,54.8
Ash gourd,Sandy loamy soil,Summer,25.3,60.3
Ash gourd,Sandy loamy soil,Summer,28.7,71.6
Ash gourd,Sandy loamy soil,Summer,27,60.5
Ash gourd,Sandy loamy soil,Summer,29.7,66.7
Ash gourd,Sandy loamy soil,Summer,27,58.7
Ash gourd,Sandy loamy soil,Summer,25.9,66.9
Ash gourd,Sandy loamy soil,Summer,29.3,57.8
Ash gourd,Sandy loamy soil,Summer,27.6,67.4
Ash gourd,Sandy loamy soil,Summer,29,50.9
Ash gourd,Sandy loamy soil,Summer,25.3,56.5
Ash gourd,Sandy loamy soil,Summer,28.4,68
Ash gourd,Sandy loamy soil,Summer,28.1,64
Ash gourd,Sandy loamy soil,Summer,24.7,72.2
Ash gourd,Sandy loamy soil,Summer,28.4,62.5
Ash gourd,Sandy loamy soil,Summer,24.7,61.5
Ash gourd,Sandy loamy soil,Summer,26.5,60.4
Ash gourd,Sandy loamy soil,Summer,25.6,65.1
Ash gourd,Sandy loamy soil,Summer,28.7,69.2
Ash gourd,Sandy loamy soil,Summer,27.6,52.3
Ash gourd,Sandy loamy soil,Summer,25.4,53.1
Ash gourd,Sandy loamy soil,Summer,27.9,74.5
Ash gourd,Sandy loamy soil,Summer,24.8,56.6
Ash gourd,Sandy loamy soil,Summer,25.9,58.7
Ash gourd,Sandy loamy soil,Summer,25,67.7
Ash gourd,Sandy loamy soil,Summer,25,57.8
Ash gourd,Sandy loamy soil,Summer,26,63.8
Ash gourd,Sandy loamy soil,Summer,27.2,72.7
Ash gourd,Sandy loamy soil,Summer,24.9,67.6
Ash gourd,Sandy loamy soil,Summer,30.5,66.4
Ash gourd,Sandy loamy soil,Summer,29.3,74.4
Ash gourd,Sandy loamy soil,Summer,28.3,71.1
Ash gourd,Sandy loamy soil,Summer,29.8,58.5
Ash gourd,Sandy loamy soil,Summer,27.3,64.1
Ash gourd,Sandy loamy soil,Summer,27.7,72.5
Ash gourd,Sandy loamy soil,Summer,28.3,68.7
Ash gourd,Sandy loamy soil,Summer,27.7,58.7
Ash gourd,Sandy loamy soil,Summer,29,52.9
Ash gourd,Sandy loamy soil,Summer,30.9,60.6
Ash gourd,Sandy loamy soil,Summer,29.6,72.1
Ash gourd,Sandy loamy soil,Summer,29.5,61.2
Ash gourd,Sandy loamy soil,Summer,30.3,72.3
Ash gourd,Sandy loamy soil,Summer,28.6,57.5
Ash gourd,Sandy loamy soil,Summer,27.3,70.1
Ash gourd,Sandy loamy soil,Summer,29.6,60.4
Ash gourd,Sandy loamy soil,Summer,29.6,70.3
Ash gourd,Sandy loamy soil,Summer,27,70.4
Ash gourd,Sandy loamy soil,Summer,29.2,74.6
Ash gourd,Sandy loamy soil,Summer,29.6,73.7
Ash gourd,Sandy loamy soil,Summer,28.6,74.7
Ash gourd,Sandy loamy soil,Summer,28.2,50.3
Ash gourd,Sandy loamy soil,Summer,24.4,58.4
Ash gourd,Sandy loamy soil,Summer,29.7,51.8
Ash gourd,Sandy loamy soil,Summer,30.5,69.6
Ash gourd,Sandy loamy soil,Summer,28.1,60
Ash gourd,Sandy loamy soil,Summer,29.8,66
Ash gourd,Sandy loamy soil,Summer,24.9,66
Ash gourd,Sandy loamy soil,Summer,28.1,62.5
Ash gourd,Sandy loamy soil,Summer,26.3,73.4
Ash gourd,Sandy loamy soil,Summer,26.6,72.6
Ash gourd,Sandy loamy soil,Summer,28.1,69.4
Ash gourd,Sandy loamy soil,Summer,28.4,62.5
Ash gourd,Sandy loamy soil,Summer,24.6,66.3
Ash gourd,Sandy loamy soil,Summer,28.6,62.7
Ash gourd,Sandy loamy soil,Summer,29.8,56.9
Ash gourd,Sandy loamy soil,Summer,26.3,64.5
Ash gourd,Sandy loamy soil,Summer,24.4,54.8
Ash gourd,Sandy loamy soil,Summer,24.3,69.3
Ash gourd,Sandy loamy soil,Summer,28,70.2
Ash gourd,Sandy loamy soil,Summer,28.9,54.2
Ash gourd,Sandy loamy soil,Summer,27.1,57.7
Ash gourd,Sandy loamy soil,Summer,28.6,66.9
Ash gourd,Sandy loamy soil,Summer,26.9,50.8
Ash gourd,Sandy loamy soil,Summer,25.5,71.4
Ash gourd,Sandy loamy soil,Summer,27.7,60.3
Ash gourd,Sandy loamy soil,Summer,24.6,68.5
Ash gourd,Sandy loamy soil,Summer,25,51
Ash gourd,Sandy loamy soil,Summer,28,50.4
Ash gourd,Sandy loamy soil,Summer,29.6,67.1
Ash gourd,Sandy loamy soil,Summer,26.4,58.4
Ash gourd,Sandy loamy soil,Summer,27.7,63.9
Ash gourd,Sandy loamy soil,Summer,29.5,70.9
Ash gourd,Sandy loamy soil,Summer,25.1,62.5
Ash gourd,Sandy loamy soil,Summer,27,69.2
Ash gourd,Sandy loamy soil,Summer,24.2,66
Ash gourd,Sandy loamy soil,Summer,28.2,63.1
Ash gourd,Sandy loamy soil,Summer,28.2,51.3
Ash gourd,Sandy loamy soil,Summer,26.1,63.6
Ash gourd,Sandy loamy soil,Summer,29.2,53.2
Ash gourd,Sandy loamy soil,Summer,28.3,57.4
Ash gourd,Sandy loamy soil,Summer,30.2,52.3
Ash gourd,Sandy loamy soil,Summer,30.9,68
Ash gourd,Sandy loamy soil,Summer,28.7,59.4
Ash gourd,Sandy loamy soil,Summer,25.5,52.5
Ash gourd,Sandy loamy soil,Summer,27.7,56
Ash gourd,Sandy loamy soil,Summer,30.8,56.9
Ash gourd,Sandy loamy soil,Summer,31,61.6
Ash gourd,Sandy loamy soil,Summer,24.8,60.1
Ash gourd,Sandy loamy soil,Summer,24.3,71.7
Ash gourd,Sandy loamy soil,Summer,27.7,53.3
Ash gourd,Sandy loamy soil,Summer,30.2,59.8
Ash gourd,Sandy loamy soil,Summer,26.5,54.6
Ash gourd,Sandy loamy soil,Summer,25.9,64.7
Ash gourd,Sandy loamy soil,Summer,25.1,69.5
Ash gourd,Sandy loamy soil,Summer,28,74.9
Ash gourd,Sandy loamy soil,Summer,29.7,70.6
Ash gourd,Sandy loamy soil,Summer,27.5,70.3
Ash gourd,Sandy loamy soil,Summer,29.5,73.1
Ash gourd,Sandy loamy soil,Summer,25.7,70.2
Ash gourd,Sandy loamy soil,Summer,29.9,68
Ash gourd,Sandy loamy soil,Summer,26.8,60.4
Ash gourd,Sandy loamy soil,Summer,28.8,60
Ash gourd,Sandy loamy soil,Summer,24.3,52.3
Ash gourd,Sandy loamy soil,Summer,30.8,73.7
Ash gourd,Sandy loamy soil,Summer,30.8,55.1
Ash gourd,Sandy loamy soil,Summer,24.2,50.2
Ash gourd,Sandy loamy soil,Summer,30.8,61.9
Ash gourd,Sandy loamy soil,Summer,27.7,52.2
Ash gourd,Sandy loamy soil,Summer,29.7,64
Ash gourd,Sandy loamy soil,Summer,26.9,73.6
Ash gourd,Sandy loamy soil,Summer,24.9,63
Ash gourd,Sandy loamy soil,Summer,24.5,62.8
Ash gourd,Sandy loamy soil,Summer,24.7,72
Ash gourd,Sandy loamy soil,Summer,25.5,61
Ash gourd,Sandy loamy soil,Summer,26.8,53.6
Ash gourd,Sandy loamy soil,Summer,30.6,60.7
Ash gourd,Sandy loamy soil,Summer,24.6,66
Ash gourd,Sandy loamy soil,Summer,27.1,61.3
Ash gourd,Sandy loamy soil,Summer,24.5,74.9
Ash gourd,Sandy loamy soil,Summer,30.1,64.6
Ash gourd,Sandy loamy soil,Summer,26.9,52.2
Ash gourd,Sandy loamy soil,Summer,30.3,70.2
Ash gourd,Sandy loamy soil,Summer,30.7,74.1
Ash gourd,Sandy loamy soil,Summer,27.9,68
Ash gourd,Sandy loamy soil,Summer,30.5,60.6
Cucumber,Loamy soil,Summer,30.6,60.7
Cucumber,Loamy soil,Summer,27.9,60.3
Cucumber,Loamy soil,Summer,31.9,68.8
Cucumber,Loamy soil,Summer,29.5,63.3
Cucumber,Loamy soil,Summer,32.5,60.7
Cucumber,Loamy soil,Summer,32.7,61.8
Cucumber,Loamy soil,Summer,27.5,66.6
Cucumber,Loamy soil,Summer,33.8,64
Cucumber,Loamy soil,Summer,25,60.1
Cucumber,Loamy soil,Summer,28.5,64.2
Cucumber,Loamy soil,Summer,28.5,60.6
Cucumber,Loamy soil,Summer,34,63.1
Cucumber,Loamy soil,Summer,27.8,61.6
Cucumber,Loamy soil,Summer,31.1,65.5
Cucumber,Loamy soil,Summer,30.7,67
Cucumber,Loamy soil,Summer,25.6,61
Cucumber,Loamy soil,Summer,31.6,67.6
Cucumber,Loamy soil,Summer,33.8,64.9
Cucumber,Loamy soil,Summer,29.8,63.9
Cucumber,Loamy soil,Summer,31.1,67.2
Cucumber,Loamy soil,Summer,25.8,65.3
Cucumber,Loamy soil,Summer,33.8,66.7
Cucumber,Loamy soil,Summer,31.9,68.7
Cucumber,Loamy soil,Summer,26.5,60.3
Cucumber,Loamy soil,Summer,30.3,66.1
Cucumber,Loamy soil,Summer,27.2,61.9
Cucumber,Loamy soil,Summer,30.6,65
Cucumber,Loamy soil,Summer,27.1,65
Cucumber,Loamy soil,Summer,30.6,62.3
Cucumber,Loamy soil,Summer,32.7,66.8
Cucumber,Loamy soil,Summer,34,61.1
Cucumber,Loamy soil,Summer,27.6,69.3
Cucumber,Loamy soil,Summer,33.8,60.5
Cucumber,Loamy soil,Summer,33.4,67.7
Cucumber,Loamy soil,Summer,30.9,65
Cucumber,Loamy soil,Summer,31.3,65.5
Cucumber,Loamy soil,Summer,30.9,60.8
Cucumber,Loamy soil,Summer,27.1,67.4
Cucumber,Loamy soil,Summer,30.8,61.4
Cucumber,Loamy soil,Summer,28.9,61.3
Cucumber,Loamy soil,Summer,31.5,63.2
Cucumber,Loamy soil,Summer,25.7,68.3
Cucumber,Loamy soil,Summer,29.4,63.2
Cucumber,Loamy soil,Summer,33.5,68.4
Cucumber,Loamy soil,Summer,32,65.8
Cucumber,Loamy soil,Summer,27.8,60.4
Cucumber,Loamy soil,Summer,34.6,60.2
Cucumber,Loamy soil,Summer,29.8,65.6
Cucumber,Loamy soil,Summer,32.8,66.8
Cucumber,Loamy soil,Summer,32.2,66.2
Cucumber,Loamy soil,Summer,33.1,64.8
Cucumber,Loamy soil,Summer,33.1,60.9
Cucumber,Loamy soil,Summer,26.2,65
Cucumber,Loamy soil,Summer,28.1,67.5
Cucumber,Loamy soil,Summer,32.9,65.2
Cucumber,Loamy soil,Summer,29.6,62.2
Cucumber,Loamy soil,Summer,31,60.3
Cucumber,Loamy soil,Summer,27.9,65.7
Cucumber,Loamy soil,Summer,32.8,61.7
Cucumber,Loamy soil,Summer,28.6,69.1
Cucumber,Loamy soil,Summer,29.1,61.3
Cucumber,Loamy soil,Summer,32.6,63.7
Cucumber,Loamy soil,Summer,27.1,65.2
Cucumber,Loamy soil,Summer,26.5,63.6
Cucumber,Loamy soil,Summer,34.6,60.9
Cucumber,Loamy soil,Summer,32.5,65
Cucumber,Loamy soil,Summer,33.4,63.4
Cucumber,Loamy soil,Summer,28.8,62
Cucumber,Loamy soil,Summer,29.2,68.2
Cucumber,Loamy soil,Summer,29.1,64.4
Cucumber,Loamy soil,Summer,31.4,62
Cucumber,Loamy soil,Summer,33.7,64.3
Cucumber,Loamy soil,Summer,28.4,63.3
Cucumber,Loamy soil,Summer,33.7,64.6
Cucumber,Loamy soil,Summer,30.6,67.2
Cucumber,Loamy soil,Summer,32.5,65.9
Cucumber,Loamy soil,Summer,25.8,61.7
Cucumber,Loamy soil,Summer,34.4,62.5
Cucumber,Loamy soil,Summer,26.2,66.4
Cucumber,Loamy soil,Summer,29.6,64.5
Cucumber,Loamy soil,Summer,34.6,65
Cucumber,Loamy soil,Summer,27.5,62.1
Cucumber,Loamy soil,Summer,29.5,61.5
Cucumber,Loamy soil,Summer,28.9,67.7
Cucumber,Loamy soil,Summer,32,69.5
Cucumber,Loamy soil,Summer,30.5,60.6
Cucumber,Loamy soil,Summer,34.6,68.7
Cucumber,Loamy soil,Summer,33.1,63.3
Cucumber,Loamy soil,Summer,32.6,60.1
Cucumber,Loamy soil,Summer,33.1,61.2
Cucumber,Loamy soil,Summer,33.3,62.3
Cucumber,Loamy soil,Summer,27.2,69.4
Cucumber,Loamy soil,Summer,28,68.9
Cucumber,Loamy soil,Summer,32.8,66.4
Cucumber,Loamy soil,Summer,27.2,67.5
Cucumber,Loamy soil,Summer,30.3,67.2
Cucumber,Loamy soil,Summer,30.5,67.7
Cucumber,Loamy soil,Summer,34.7,65.6
Cucumber,Loamy soil,Summer,33.5,67.9
Cucumber,Loamy soil,Summer,27.6,60.9
Cucumber,Loamy soil,Summer,26,65.6
Cucumber,Loamy soil,Summer,29.2,68.1
Cucumber,Loamy soil,Summer,31.6,61
Cucumber,Loamy soil,Summer,33.7,67.3
Cucumber,Loamy soil,Summer,31,61.3
Cucumber,Loamy soil,Summer,29.6,69.6
Cucumber,Loamy soil,Summer,26.3,64.4
Cucumber,Loamy soil,Summer,25.6,69.6
Cucumber,Loamy soil,Summer,31.3,69.2
Cucumber,Loamy soil,Summer,26.4,65.9
Cucumber,Loamy soil,Summer,28.2,61.4
Cucumber,Loamy soil,Summer,31.9,61.7
Cucumber,Loamy soil,Summer,29.4,63.5
Cucumber,Loamy soil,Summer,28.6,65.7
Cucumber,Loamy soil,Summer,32,64.1
Cucumber,Loamy soil,Summer,26.1,67.6
Cucumber,Loamy soil,Summer,29.4,62.8
Cucumber,Loamy soil,Summer,25.2,69.8
Cucumber,Loamy soil,Summer,31.5,67.6
Cucumber,Loamy soil,Summer,25.2,61.6
Cucumber,Loamy soil,Summer,31,66.1
Cucumber,Loamy soil,Summer,34.8,60.6
Cucumber,Loamy soil,Summer,27.7,65
Cucumber,Loamy soil,Summer,26.6,66.1
Cucumber,Loamy soil,Summer,34.7,62.8
Cucumber,Loamy soil,Summer,32.7,67
Cucumber,Loamy soil,Summer,26.7,63.8
Cucumber,Loamy soil,Summer,26.9,68.1
Cucumber,Loamy soil,Summer,30.9,64.7
Cucumber,Loamy soil,Summer,32.8,61.9
Cucumber,Loamy soil,Summer,34.1,60.9
Cucumber,Loamy soil,Summer,31.2,66.7
Cucumber,Loamy soil,Summer,26.3,61.7
Cucumber,Loamy soil,Summer,30.3,65.8
Cucumber,Loamy soil,Summer,26.5,62.9
Cucumber,Loamy soil,Summer,34.7,66.4
Cucumber,Loamy soil,Summer,29.2,69.8
Cucumber,Loamy soil,Summer,25.6,66.5
Cucumber,Loamy soil,Summer,30.9,63.4
Cucumber,Loamy soil,Summer,30.2,65.4
Cucumber,Loamy soil,Summer,28.6,67.3
Cucumber,Loamy soil,Summer,33.5,62.1
Cucumber,Loamy soil,Summer,28.6,66.3
Cucumber,Loamy soil,Summer,31.3,62.2
Cucumber,Loamy soil,Summer,26.5,63.5
Cucumber,Loamy soil,Summer,32,63.8
Cucumber,Loamy soil,Summer,34.1,62.1
Cucumber,Loamy soil,Summer,28,68.3
Cucumber,Loamy soil,Summer,29.2,61.8
Cucumber,Loamy soil,Summer,30.9,61
Cucumber,Loamy soil,Summer,25.3,64.4
Cucumber,Loamy soil,Summer,30.4,60.9
Cucumber,Loamy soil,Summer,30.3,63.2
Cucumber,Loamy soil,Summer,28.8,66
Cucumber,Loamy soil,Summer,30.6,63.2
Cucumber,Loamy soil,Summer,31.6,61.7
Cucumber,Loamy soil,Summer,29.3,68
Cucumber,Loamy soil,Summer,26.1,65.1
Cucumber,Loamy soil,Summer,28.5,69.3
Cucumber,Loamy soil,Summer,25.3,65.7
Cucumber,Loamy soil,Summer,28.3,60.3
Cucumber,Loamy soil,Summer,29.4,60.2
Cucumber,Loamy soil,Summer,29.9,64.8
Cucumber,Loamy soil,Summer,34.2,66.7
Cucumber,Loamy soil,Summer,27.5,62.2
Cucumber,Loamy soil,Summer,26.9,66.7
Cucumber,Loamy soil,Summer,32.5,63.3
Cucumber,Loamy soil,Summer,28.5,67
Cucumber,Loamy soil,Summer,28.1,68.3
Cucumber,Loamy soil,Summer,30.9,64.6
Cucumber,Loamy soil,Summer,34.3,63.2
Cucumber,Loamy soil,Summer,34.1,69.9
Cucumber,Loamy soil,Summer,29,63.9
